"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HIT","Input.Speaker","Input.vicuna13b","Input.vicuna7b","Input.llama7b","Input.llama13b","Input.dataset","Input.task","Answer.Appropriateness_llama13b","Answer.Appropriateness_llama7b","Answer.Appropriateness_vicuna13b","Answer.Appropriateness_vicuna7b","Answer.Style_llama13b","Answer.Style_llama7b","Answer.Style_vicuna13b","Answer.Style_vicuna7b","Approve","Reject"
"304QEQWK05M6VFKAMRFQ9OREYD70O1","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:13:34 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:13:34 PDT 2023","","","33CUSNVVN3ENFWZR0H8BT12CRU188F","A3ILMM7F110XZV","Approved","Thu Jun 15 23:58:10 PDT 2023","Fri Jun 16 00:01:04 PDT 2023","Mon Jun 19 00:01:04 PDT 2023","Sat Jun 17 12:25:58 PDT 2023","","","174","89% (201/227)","89% (201/227)","89% (201/227)","200","I love live music, that's why I try to go to concerts","whenever I can.","I am a big fan of live music and I always try to attend concerts whenever possible."," I love live music, that's why I try to go to concerts.  "," I'm sorry , I can't go with you . I have to go to the library to study .  ","BST","Formal","32","16","50","77","79","47","55","16"
"3OREP8RUUIDJNP6MWOZ7OWEVYVDGBG","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:16:01 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:16:01 PDT 2023","","","3SUWZRL0MEFHKJQUK5XD1X27W27E6W","A3ILMM7F110XZV","Approved","Thu Jun 15 01:38:39 PDT 2023","Thu Jun 15 01:40:21 PDT 2023","Sun Jun 18 01:40:21 PDT 2023","Sat Jun 17 12:26:19 PDT 2023","","","102","89% (201/227)","89% (201/227)","89% (201/227)","0","Hey man , you wanna buy some weed ? "," No thank you , I do not use illegal drugs ."," I'm sorry , but I don't smoke or use any illegal substances.  "," No , I don't smoke .  "," No , thanks . I don't smoke . ","DD","Formal","69","46","100","100","100","100","100","100"
"302U8RURKF346VLEO932FSHZ2ZEVN8","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:13:34 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:13:34 PDT 2023","","","3I33IC7ZWV4QC5QHHYJOF1V4VI6A2F","A37QOIT22MP6ZG","Approved","Wed Jun 14 09:50:33 PDT 2023","Wed Jun 14 09:52:00 PDT 2023","Sat Jun 17 09:52:00 PDT 2023","Sat Jun 17 09:52:38 PDT 2023","","","87","99% (127/128)","99% (127/128)","99% (127/128)","201","Oh, I love lasagne. I make my own noodles as well as the sauce. ","That sounds delicious. Would you like to share the recipe with me?"," I am pleased to inform you that the meeting will commence at 10:00 a.m. on Tuesday, February 15th, in the conference room.  "," I'm sorry , I don't understand .  ","I'm afraid I don't like lasagne.","BST","Formal","72","22","83","17","72","71","70","82"
"3HO4MYYR2IQWMVQMK27GHVTUT2H6UL","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:16:01 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:16:01 PDT 2023","","","3K3R2QNK8R5LRYPE8CFUPPFC8R8U93","AZGG3U2NFF1QE","Approved","Wed Jun 14 15:33:50 PDT 2023","Wed Jun 14 15:34:51 PDT 2023","Sat Jun 17 15:34:51 PDT 2023","Sat Jun 17 12:28:41 PDT 2023","","","61","100% (52/52)","100% (52/52)","100% (52/52)","1","The taxi drivers are on strike again .","That is unfortunate. What is the reason for the strike?"," I'm sorry, but I'm not aware of any current taxi driver strike. Could you provide more information? ","I'm sorry to hear that .","I'm sorry to hear that .","DD","Formal","70","70","75","80","75","75","80","77"
"30EV7DWJUBXD34ARU345KGZ7PQRY6A","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:13:34 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:13:34 PDT 2023","","","3EFVCAY5LJBCZDVARL52IRBQ75TJ88","A3ILMM7F110XZV","Approved","Thu Jun 15 01:11:21 PDT 2023","Thu Jun 15 01:12:27 PDT 2023","Sun Jun 18 01:12:27 PDT 2023","Sat Jun 17 12:26:02 PDT 2023","","","66","89% (201/227)","89% (201/227)","89% (201/227)","202","My neighbors dog won't stop barking at me. Ugh!","I'm sorry to hear that. Can you try talking to them or contacting animal control?","I'm sorry to hear that. Would you like me to speak to your neighbors about the issue?","I'm sorry to hear that .","I'm sorry to hear that.","BST","Formal","51","51","100","100","51","45","100","100"
"3IV1AEQ4E7FACTYG1I00U7GAIH98JD","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:16:01 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:16:01 PDT 2023","","","3B3WTRP3DR4C7MGCPS5OJ6KKP0S29W","A3ILMM7F110XZV","Approved","Fri Jun 16 05:50:54 PDT 2023","Fri Jun 16 05:54:17 PDT 2023","Mon Jun 19 05:54:17 PDT 2023","Sat Jun 17 12:26:02 PDT 2023","","","203","89% (201/227)","89% (201/227)","89% (201/227)","2","We've managed to reduce our energy consumption in our factory by about 15 per cent in the last two years .","That is a commendable achievement .","That's a significant reduction . How did you achieve this ?"," Yes , I'm glad to hear that .  ","That's good news .","DD","Formal","51","23","12","88","26","48","60","90"
"3538U0YQ2VW86U6E6BEJOSG79O03FD","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:13:34 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:13:34 PDT 2023","","","3LJ7UR74RXF7Z2ZTUG7HUMC2E314NP","A37QOIT22MP6ZG","Approved","Wed Jun 14 09:19:48 PDT 2023","Wed Jun 14 09:21:13 PDT 2023","Sat Jun 17 09:21:13 PDT 2023","Sat Jun 17 09:21:38 PDT 2023","","","85","99% (127/128)","99% (127/128)","99% (127/128)","203","I took the train to work the other day and it was so crowded. I was feeling really claustrophobic.","I can understand how you felt. It can be quite uncomfortable when public transportation is crowded.","I was feeling very uncomfortable due to the overcrowding on the train.","I'm sorry to hear that .","I'm sorry to hear that.","BST","Formal","50","50","89","45","80","80","82","76"
"3JGHED38FTTW74OWDD9XQUZ3K1BY79","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:13:42 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:13:42 PDT 2023","","","3DOCMVPBT3GTLA9ZCLMDTVI25K1NN8","A3ILMM7F110XZV","Approved","Sat Jun 17 00:46:20 PDT 2023","Sat Jun 17 00:47:21 PDT 2023","Tue Jun 20 00:47:21 PDT 2023","Sat Jun 17 12:26:02 PDT 2023","","","61","89% (201/227)","89% (201/227)","89% (201/227)","3","Believe it or not , tea is the most popular beverage in the world after water . ","That is an interesting fact.","It is a well-known fact that tea is the most popular beverage in the world after water .","I don't believe it .","I'm afraid I don't agree with you .","DD","Formal","61","22","40","81","20","49","44","77"
"307FVKVSZ7HG9XACO6LQA5VWP0D74Y","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:13:34 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:13:34 PDT 2023","","","3EWIJTFFV49M684FIGHWSWSGJZLE0V","A3ILMM7F110XZV","Approved","Thu Jun 15 01:28:58 PDT 2023","Thu Jun 15 01:29:56 PDT 2023","Sun Jun 18 01:29:56 PDT 2023","Sat Jun 17 12:26:03 PDT 2023","","","58","89% (201/227)","89% (201/227)","89% (201/227)","204","that is good . i'm nursing a cold and vitamin c does nothing lol","I'm sorry to hear that. It's always best to consult a doctor for medical advice.","I'm sorry to hear that. Would you like some medication to help alleviate your symptoms?"," I'm sorry , I didn't mean to hurt your feelings .  ","I'm sorry to hear that .","BST","Formal","46","49","100","100","100","0","100","99"
"3MNJFORX9R6BK9TIKU2C3PERNKR5F5","37V5OWJ68CSX8MQC6PT4MF502UFLVI","How appropriate is the response to the given context? What is the style of the response to the given context?","How appropriate is the response to the given context? What is the style of the response to the given context? Score it on a scale of 0-100.","text, conversation, relevancetext, conversation, relevance, coherence, style, appropriateness","$0.07","Tue Jun 13 14:13:34 PDT 2023","1","BatchId:385347;OriginalHitTemplateId:921587258;","43200","259200","Tue Jun 20 14:13:34 PDT 2023","","","3IAEQB9FMUMAMSR0FSZXT9JZKS3WDQ","A3ILMM7F110XZV","Approved","Sat Jun 17 00:57:34 PDT 2023","Sat Jun 17 00:59:17 PDT 2023","Tue Jun 20 00:59:17 PDT 2023","Sat Jun 17 12:26:03 PDT 2023","","","103","89% (201/227)","89% (201/227)","89% (201/227)","205","He's a good worker but not as reliable as I am. He is always calling in or not putting much effort into his work. I feel I should have gotten that position."," It sounds like you have a strong work ethic and are disappointed that your colleague was given the position instead of you. However, it's important to remember that there may be factors at play that influenced the decision, such as experience or qualifications. It's also important to communicate your concerns with your supervisor and try to find a solution that benefits both you and the company.","I am sorry to hear that. It is important to be reliable in the workplace.","I'm sorry to hear that .","I'm sorry to hear that. I'm sure you'll get a better position soon.","BST","Formal","72","26","94","44","69","28","97","46"
